,text,label
135,ㅋㅋㅋ돈떨어졌냐??? 뭐만하면 기어들어와 ㅉㅉ 연기하다가 또 니상황 ㅈ됐다싶으면 그냥 또 토낄려고???이순재 배우가 너 그딴식으로 해서 싫어하는거야. 이쁜척은 졸라 해대면서 책임감 없는년,1
136,ㅋㅋㅋ복면가왕 레전드 여자가왕은 소향이지,0
137,ㅋㅋㅋ으이그... 진짜 정신병자들 많다,1
138,ㅋㅋ사람들 댓글 요새 호의적이니까 바로사진 많이올리네 ㅋㅋ,0
139,ㅋㅋ잼잇어요 ㅋㅋㅋ,0
140,ㅋ그 여자랑 알렉스가 팔던 바지. . . 커서 바느질하고 있었는데 나옴~ ㅎㅎ바지가 보풀이나서 난리~ ㅜ,0
141,ㅋ넘재미져 힐링된다,0
142,ㅎ 아들이 뭔죄야 뭔상관이야 아들한테 어떤 의도도 합의도 없이 이뤄진일을 왜 같이 책임지라고 해,0
143,ㅎ 장태준이 죽인거면 시즌2할 이유없음 적폐급수 = 장태준(최정상 적폐) >>> 송희섭(적폐) > 이엘리야(정의로운 척 하는 적폐) 호구레벨 = 이성민 의원 > 강의원 보좌관 > 한도경(멍청할 정도로 착하기만 한 답답한 호구),1
144,ㅎㅎ 다시는 복귀한다 어쩐다 안 하면 좋겠네요 영원히 복귀하지마세요 이중성에 놀랐습니다ㅎ,1
145,ㅎㅎ 불쌍히 여기소서 나도 난민 별룬데 너무 들이댄다 윤서인씨도 그만좀 해요 불쌍해보여요,0
146,ㅎㅎ문대통령님께서 대책강구를 잘하시고 계시고 중국에게도 지원해주시니 우리 국민들은 안심하고 다닐 수 있네요.,0
147,ㅎㅎ신부가 옆에 있으니 다른이미지보이네요 부끄러워하는건지ㅎ축하하고요아 울집 시어머니보시면 안될것같아요..48우리 아주버님 장가가라 다시 말씀하실듯..ㅎ,0
148,ㅜㅜ 승리를 믿어요 아닐꺼라고...,0
149,ㅜㅜㅜㅜㅜ노래 짱 잘하는 언니..완전 팬인데 꼭 쾌차해서 다시 무대에서 뵙고싶어요 힘내세요!!,0
150,ㅠ 둘이 결혼하게 해주세요~~,0
151,ㅠㅠ 박일성우님이 더빙한 영화를 보며 성장한거나 마찬가지입니다. 목소리 그리울꺼예요.삼가 고인의명복을빕니다.,0
152,가로세로 구독자 많네! 보니 구독할정도는 아닌것 같은디.,0
153,가만히 있던 스엠 머리채 잡지마 ㅅ1뱔 언플 안해줘서 지금 다들 개빡쳐 있으니깐ㅗㅗ,1
154,가면가왕 아직도 하네 ..반갑다 ㄹ,0
155,가볍게 생겼자녀.딱봐도.양하치,1
156,가세연에서 김태호 pd 재산 털고 있는데 해명좀 하시오. mbc월급으로 어떻게 40억 넘는걸 분양 받냐고 가세연이 분석하는데 왜 반응이 없는지??,0
157,가수는 대마좀해도되.맨정신에 좋은곡 못나온다,0
158,가슴이 넘 아프네요~연기도 잘하고 정말예쁜배우였는데~~부디 편하게 가소서,0
159,가식이라쓰고 메뚜기라 읽는다 빼박팩트,1
160,가요무대가 승자네요 최장기간 시청률 보증,0
161,가자 장미여관으로~~~,0
162,가장 천박한애가세상을 구한다모티브,1
163,간만에 좀 재밌었다 전회장의 빈자리가 아쉽다 전회장 있을땐 의자앉아서 토크만해도 재밌었는데,0
164,간만에 한번보려다 보기힘겨워 채널돌림 왜그래풍상씨 새로하네 수목은 이걸루~,0
165,갈사람은 가는게 이치이죠...삼가고인의명복을빕니다,0
166,갈수도 있는거죠~~~못가게 되었더라면 출국 못하는거고~~별걸 다 걱정하십니다.,0
167,갈수록 군대복무기간줄이네26개월갓다온거 억울하네 스브얼,1
168,갈수록 노잼,0
169,갈수록 재미 없어져,0
170,갈수록 종답이네,0
171,갈수록 호감ㅋ,0
172,감량만 한게 아닌거같던데..방송보다 누구지 했는데,0
173,감사할일 뿐입니다. 빨리 복귀하세요,0
174,감우성 연기 완전 대박 ㅠㅠ초딩 아들들이 울었네요ㅠㅠ최곱니다*!!!!,0
175,갑분싸 동정여론 뭐냐 ㅋㅋㅋㅋㅋㅋ 전국민을 기만한 놈인데 죽어도 싸지,1
176,갑상선항진증이라 눈튀어나온거 고쳐진거라 하잖아요. 그병이 얼굴고 붓고 그랬을텐데 다 빠진걸테고 .... 눈들어가는 성형도 있소??,1
177,갑자기 뇌출혈로 떠나신 아버지 잃은 슬픔에 3년동안 마니 울고 함들어서 저도 이 프로그램 보면서 슬펐어요 .....아 나도 저렇게라도 아버지보고싶어서 ..나연이 어머니 힘내시고 건강하시고 힘내세요 !!!!!,0
178,갑자기 생각난다 쇼미때 일리네어 조만간 일없네요 ㄷㄷㄷ 그의 예언이 적중했다 ㅇㄷ박자,0
179,갑작스럽게 감정을 흔드는 방법은 사이비 교주들이 많이 쓰는 방법이다. 절대적 행복과 불행은 없다. 새로운 면들을 본다는 건 신선하지만 이상윤씨 전씨 같은 분들 조심하세요.,0
180,갓정아는 좀 오글거리는데 ㅋ 연기 잘한다고 갓이면 여기저기 배우들 갓으로 넘쳐나겠네 ㅋ 오바는 하지말자.,0
181,"강가ㄴ빛 시후 인생 , 미투운동 동참하고 고해한후 전자발찌 차야 된다",1
182,강경헌 데꾸 나와라~ 연수도 안나오고 살맛이 안난다.,0
183,강남♡유이 더 잘어울렸는데 아쉽,0
184,강남이 왜 거짓말같지..,0
185,강남이니까 일본임에도 불구하고 인정하는거임 이승기 정준영 친구같은 날라리였음 용서 안해,0
186,강다니엘 너무 좋아요~명절때 못들었지만 꼭 다시듣고 싶네요,0
187,강다니엘 노력한거 잘 안다. 속 시끄러운 얘기 많지만 진심 아는 사람들은 다 알고 있다. 여기서 이런저런 얘기하는 사람들 중 정말 팬인 사람이 얼마나 될까? 어차피 자기일 아니니 쉽게 말하는 것일 뿐이다,0
188,강다니엘 머리채잡히는꼴 보니까 어이없넼ㅋㅋㅋㅋ 걍 찐순위 까면 끝나는걸 ㅠㅠ 온갖 어그로들이 신나서 달려든당 ㅋㅋ,0
189,강다니엘 팬들 생각해서 초스피드로 달려온 거 잊지않아. 앞으로도 같이 가자❤️,0
190,강다니엘군 응원합닏♥️,0
191,강다니엘은 좀 ..,0
192,강동주도 나와야 하는거 아님?,0
193,강수지옷이 흰색으로보이냐?기자야,0
194,강씨는 갈수록 입 짧은 햇님 닮아가네. 먹방 잘하게 생겼어 ㅋㅋㅋ,0
195,강용석의 가로세로 연구소에서 한효주 정확히 아니라고 언급했어요~,0
196,강원래 한동안 엄청 까였었는데 이제는 좋아해주는가보네?,0
197,강은비 팬들 무섭네 증거가져와도 하나경잘못이래 ㄷㄷㄷ,0
198,강인이는 축구만 하는줄 알았더니ㅠ,0
199,강철비가 100%라면 신과함께는 85%정도 재밌었다. 이거는 어떠냐,0
200,강철비가 잼나던데,0
201,강타 지디 영웅재중 탑 방탄 동해 이특 시원 애들만 잘생기고 비쥬얼좋음,0
202,강한나가 훨씬 아깝다! 짱께는 잘생겨도 냄새난다!,1
203,강한나는 좋은기사 올라온게 거의 없네..,0
204,강혁민한테 뭐라 할 필요는 없는데 ㅋㅋ 왜 과거에 친하지 않은 동료가 있었는ㄷㅔ 그때도 좀 낌새가 이상해서 멀리했는데 몇년 후에 알고보니 이런 상황이 일어났고.. 여러 사람들이 물어보니 그때도 이런 심증?이 있었다 말한 것 뿐이자나?,0
205,강현석이 잘못했지만 친구도 잘한거 하나없다,0
206,강형우캍은 사람이 정이 많아보이지만 저런사람이 칼같이 자르면 정말 냉정하단다,0
207,강효진 기자 공익제보자 신분 노출로 공익신고자보호법 제12조 제1항에 따른 처벌 대상입니다.,0
208,같은 팀원이 좀 보듬어주지~~ 메인싱어가 나가는건 젝키를 좋아하는 팬입장에서 많이 아쉽다.,0
209,개 찌질한 새기 니 잘났다,1
210,개oooo새oooo끼가 19살? 장난하는것도아니구. 먹는 음식 가지고 장난좀 하지 말자.,1
211,개같은 새 끼,1
212,개그맨 김경민 닮은다고 나만 느낌?,0
213,개그프로에서 마니 활용될것같음! 보여주신 열심과 열정에 박수를 보냅니당~~^^믿고보는 배우로 자리매김 하셔욤~~~^^화이팅,0
214,개나소나 국민청원이야,1
215,개노잼 빨리 프로그램 내려라,0
216,개독으로 개종 약속하고 결혼하나?,1
217,개돼지 네티즌은 무었이 진실인지는 중요하지 않고 니편 내편이 중요한거지. 음식에 이념을 갖다 붙이고 비판하는 넘들 진짜 한심한 부류들...,1
218,개돼지 민국 또 ㅈㄴ 가겠네ㅋㅋㅋ,1
219,개돼지집단 개한민족의 실상. 사촌이 땅사면 배아픈 민족이라 앞에선 웃어도 뒤에서 호박씨 까는게 일상임. 소름돋는 개한민족 무섭다.,1
220,"개돼지특: 일본기업 유니클로,일본맥주 등등 불매! 하지만 스파이더맨이랑 트와이스는 소비ㅋㅋㅋㅋㅋㅋ",1
221,개듣보네 ㅋㅋㅋㅋㅋㅋ남자 뭔 프로게이머같이생겼네,1
222,개랑 고양이에 환장한 애들치고 정상인 애들이 없음,1
223,개망나니 또 결혼? ㅎㅎ 재앙이다 문재앙,1
224,개복어도 장가 보내자!,1
225,개뻥은 뭔 자고 일어난 얼굴 교묘하게 화장할거다하고 정리정돈 한 얼굴 이구먼 ㅋㅋ,0
226,개시러진짜 라디오 재밌다고 듣는놈들이 문제지,0
227,개웃김 ㅋㅋㅋㅋㅋㅋㅋㅋ,0
228,개인 면접을 봤는데 왜 비리라는거??? 실제로 교수랑 개인적으로 면담하는 일반인들도 많은데 뭔,0
229,개인 최고커리어 올림픽 종합4등의 현 학원강사와 비벼지던 피겨의 전설..,0
230,개인의 취향이겠지만..기대하고 시청했는데..재미가..없네요.,0
231,개인적으로 yg랑 잘어울릴거같긴한데 ㅠ,0
232,개인적으로 눈물 씬은 윤세리보다 서단이 훨씬 슬펐음,0
233,개존잼임 이거 꼭보세요,0
234,개쳐늙으면 꼴보기 싫어지는게 사람의 마음이지 얘네야 광고수익으로 번게 많으니 얼굴에 돈들이고 관리하니 금술이 당연히 좋을수밖에 사람이란 다 그런거임 아무리 이쁘고 잘생겼어도 관리안하면 상대쪽에서 싫어하게되어있음,1
235,개콘의 장대인데 장도연에 캐릭터묻힌 안나씨ㅠ뜨길바랄게요,0
236,개티즌들 또 소설쓴다 그 난리법석 친 김광석 마누라 사건도 무혐의로 끝났구만,1
237,개티즌들 마녀사냥 역겹다진짜,1
238,개판이네 김준호는 디엔에이에 도박있는듯 차태현도 실망이다. 틀딱들만 보는 프로 폐지해라,1
239,갠적으로 너무 억지스럽고 유치해요...미안합니다..ㅠㅠ,0
240,갠적으로 희성이랑 연결됐음 좋겠다,0
241,걍 가볍게 주말에보기좋당 돈아까울정도는아니였음,0
242,걍 다시 사귀믄 좋겠음,0
243,걍 다쓰고 죽지 존경 무쓸모다,1
244,걍 부러우면 부럽다 해라. 뭘 돈이면 다 된다고 비꼬냐? 월 300 받을라고 사장 똥꼬도 빠는 것들이ㅋㅋ,1
245,"걍 조용히 사세요. 티비, 인터넷에서 안 봤으면 하네요. 서로 얼굴 붉히지 맙시다!!",0
246,걍 하차해 리얼 노잼,0
247,거기서 박씨는 빼라 신혜선이 다 먹여살린거고 박씨는 차려진 밥상에 숟가락 하나만 들고 온 뻔뻔한 도둑OOO인데,1
248,거기서 조사받는게 언론에 노출이 덜됨묘ᆢ,0
249,거의 대부분의 사람들은 양준일에게 아무 관심이 없다. 어거지로 자꾸 띄워대니깐 이제 거부감이 든다.,0
250,건강하게 다이어트하셔서 더보기좋은듯합니당ㅋ넘이쁘심!! 복면가왕한번더출연하세요~~아무도못맞출듯ㅎ,0
251,건나블리 없음 시청의미없다,0
252,건모도 악플때매 힘들 듯.안타깝다 ㅠㅠ,0
253,건축학 개론 지금 다시 봤는데 솔직히 건축학 개론 보다는 아닙니다ㅋ 건축학 개론은 건들지 맙시다ㅋ 볼때마다 가슴이 애려 옵니다ㅜㅜ,0
254,검색어 조작 하지 마라. 지금 코로나 때문에 난리인데 듣도보도 못한 검색어 하여간 이번 정부는 조작 정부,1
255,검은머리 외국인 극혐..이나라에서 사라져라,1
256,검찰 개혁 꼭 해라,0
257,검찰이 발부? 법원에서 실질심사받고 판사가 발부하는거지.... 경찰이신청한거 검사가 판단해서 법원에 신청했겠지.. 검사가 발부하는게 어딧ㅇ니,0
258,검찰이 조사해서 완전 털자.,0
259,겁나 동안이네 ㄷㄷ,0
260,겁나 이쁘긴하네,0
261,게리가 두명이네??,0
262,게스트나와서 재밌었던적은 서우 한명정도... 박보영조차 재미없더라,0
263,게스트별로여도 차태현땜에 볼듯,0
264,게임기 저작권 불법인건 알지?,0
265,견찰... 실명 오픈 조건이 뭐냐? 필로폰 투약이라면서 할리는 홀랑 다까발리더니웃기는 견찰,1
266,결과나올때까지는 신동욱편도 조부편도 들면 안될듯ㅡ사실 연예인들이 뒷통수치는걸 종종 봐서 지금은 말을 아끼고 좀더 지켜볼땐거같음,0
267,결국 구걸해서 앨범냈다는 소리네?,1
268,결국 유연석도 ㅋㅋㅋㅋ커피프렌즈는 적당한사기에 잘 끝났네,0
269,"결국 준영과 다솜은 바람을 피게되고 무인도로 떠난다에 한표 ㅋㅋㅋ 자연인이 되어 ""나는자연인이다""에 출연하게된다",0
270,결국 쥬비스 광고글,0
271,결국 합의하고 해체인데 합의 한 상황에서 소송거는건 무슨;;;;,0
272,결국 했지만 몰랐다 인가요?!,0
273,결국엔 양세종이나 장혁...둘중에 하난 죽거나 아님 둘다 살거나...뭐 이성계쪽은 다 죽겠지...그래도 역사는 못바꾸겠지...,0
